BinCenter,Count
0.3625,3218
0.3635,3310
0.3645,3183
0.3655,3272
0.3665,3137
0.3675,3133
0.3685,3075
0.3695,3045
0.3705,3050
0.3715,3001
0.3725,2864
0.3735,2970
0.3745,2934
0.3755,2878
0.3765,2897
0.3775,2968
0.3785,2703
0.3795,2729
0.3805,2728
0.3815,2672
0.3825,2637
0.3835,2637
0.3845,2569
0.3855,2677
0.3865,2485
0.3875,2435
0.3885,2519
0.3895,2422
0.3905,2395
0.3915,2419
0.3925,2390
0.3935,2302
0.3945,2330
0.3955,2194
0.3965,2255
0.3975,2169
0.3985,2088
0.3995,1970
0.4005,1969
0.4015,1953
0.4025,1812
0.4035,1754
0.4045,1756
0.4055,1697
0.4065,1628
0.4075,1611
0.4085,1556
0.4095,1473
0.4105,1463
0.4115,1464
0.4125,1441
0.4135,1365
0.4145,1348
0.4155,1294
0.4165,1334
0.4175,1311
0.4185,1314
0.4195,1254
0.4205,1256
0.4215,1305
0.4225,1280
0.4235,1190
0.4245,1250
0.4255,1158
0.4265,1155
0.4275,1188
0.4285,1216
0.4295,1179
0.4305,1112
0.4315,1121
0.4325,1078
0.4335,1166
0.4345,1110
0.4355,1067
0.4365,1105
0.4375,1163
0.4385,1154
0.4395,1112
0.4405,1075
0.4415,1102
0.4425,1082
0.4435,1128
0.4445,1077
0.4455,1126
0.4465,1078
0.4475,1072
0.4485,1062
0.4495,1069
0.4505,1030
0.4515,1072
0.4525,1007
0.4535,1001
0.4545,1039
0.4555,1015
0.4565,992
0.4575,981
0.4585,1055
0.4595,1018
0.4605,1009
0.4615,959
0.4625,979
0.4635,998
0.4645,973
0.4655,999
0.4665,944
0.4675,992
0.4685,985
0.4695,933
0.4705,985
0.4715,1036
0.4725,964
0.4735,1007
0.4745,980
0.4755,988
0.4765,993
0.4775,973
0.4785,975
0.4795,995
0.4805,970
0.4815,968
0.4825,991
0.4835,1026
0.4845,973
0.4855,981
0.4865,1031
0.4875,998
0.4885,989
0.4895,932
0.4905,981
0.4915,996
0.4925,911
0.4935,937
0.4945,929
0.4955,950
0.4965,998
0.4975,988
0.4985,937
0.4995,927
0.5005,964
0.5015,1175
0.5025,889
0.5035,922
0.5045,895
0.5055,914
0.5065,907
0.5075,925
0.5085,930
0.5095,913
0.5105,728470
0.5115,1070
0.5125,1089
0.5135,1030
0.5145,1063
0.5155,970
0.5165,1007
0.5175,1003
0.5185,1043
0.5195,1018
0.5205,1030
0.5215,1074
0.5225,1048
0.5235,999
0.5245,1033
0.5255,1055
0.5265,1049
0.5275,983
0.5285,1032
0.5295,997
0.5305,1041
0.5315,1014
0.5325,1016
0.5335,1036
0.5345,988
0.5355,1011
0.5365,1006
0.5375,979
0.5385,955
0.5395,999
0.5405,1004
0.5415,920
0.5425,937
0.5435,975
0.5445,974
0.5455,952
0.5465,969
0.5475,907
0.5485,995
0.5495,941
0.5505,939
0.5515,907
0.5525,966
0.5535,924
0.5545,926
0.5555,938
0.5565,939
0.5575,926
0.5585,937
0.5595,939
0.5605,960
0.5615,952
0.5625,911
0.5635,925
0.5645,903
0.5655,897
0.5665,881
0.5675,937
0.5685,945
0.5695,1341
0.5705,1809
0.5715,958
0.5725,958
0.5735,881
0.5745,949
0.5755,926
0.5765,898
0.5775,919
0.5785,1265
0.5795,904
0.5805,1021
0.5815,947
0.5825,877
0.5835,887
0.5845,829
0.5855,920
0.5865,913
0.5875,919
0.5885,831
0.5895,924
0.5905,878
0.5915,876
0.5925,895
0.5935,890
0.5945,877
0.5955,889
0.5965,942
0.5975,889
0.5985,853
0.5995,875
0.6005,883
0.6015,837
0.6025,833
0.6035,850
0.6045,890
0.6055,880
0.6065,840
0.6075,862
0.6085,840
0.6095,846
0.6105,872
0.6115,894
0.6125,834
0.6135,853
0.6145,870
0.6155,846
0.6165,863
0.6175,816
0.6185,827
0.6195,836
0.6205,896
0.6215,846
0.6225,919
0.6235,900
0.6245,818
0.6255,889
0.6265,830
0.6275,856
0.6285,855
0.6295,860
0.6305,893
0.6315,889
0.6325,863
0.6335,823
0.6345,841
0.6355,862
0.6365,832
0.6375,916
0.6385,943
0.6395,916
0.6405,822
0.6415,885
0.6425,861
0.6435,876
0.6445,867
0.6455,858
0.6465,887
0.6475,872
0.6485,873
0.6495,841
0.6505,883
0.6515,909
0.6525,867
0.6535,900
0.6545,868
0.6555,931
0.6565,849
0.6575,885
0.6585,922
0.6595,835
0.6605,883
0.6615,876
0.6625,886
0.6635,896
0.6645,943
0.6655,881
0.6665,944
0.6675,904
0.6685,923
0.6695,867
0.6705,958
0.6715,896
0.6725,894
0.6735,922
0.6745,950
0.6755,916
0.6765,914
0.6775,911
0.6785,959
0.6795,928
0.6805,975
0.6815,1431
0.6825,1562
0.6835,1459
0.6845,1547
0.6855,1371
0.6865,1367
0.6875,1244
0.6885,1265
0.6895,1170
0.6905,1163
0.6915,1171
0.6925,1140
0.6935,1149
0.6945,1128
0.6955,1141
0.6965,1138
0.6975,1047
0.6985,1080
0.6995,981
0.7005,1059
0.7015,961
0.7025,1005
0.7035,1050
0.7045,986
0.7055,938
0.7065,1012
0.7075,962
0.7085,969
0.7095,934
0.7105,971
0.7115,990
0.7125,896
0.7135,960
0.7145,916
0.7155,918
0.7165,887
0.7175,894
0.7185,894
0.7195,908
0.7205,873
0.7215,873
0.7225,906
0.7235,924
0.7245,960
0.7255,952
0.7265,1009
0.7275,922
0.7285,906
0.7295,970
0.7305,899
0.7315,906
0.7325,940
0.7335,930
0.7345,932
0.7355,914
0.7365,903
0.7375,880
0.7385,943
0.7395,916
0.7405,893
0.7415,891
0.7425,884
0.7435,894
0.7445,865
0.7455,916
0.7465,896
0.7475,893
0.7485,915
0.7495,903
0.7505,900
0.7515,878
0.7525,879
0.7535,926
0.7545,910
0.7555,905
0.7565,912
0.7575,946
0.7585,904
0.7595,886
0.7605,855
0.7615,876
0.7625,867
0.7635,1360
0.7645,865
0.7655,955
0.7665,903
0.7675,882
0.7685,920
0.7695,926
0.7705,907
0.7715,951
0.7725,903
0.7735,882
0.7745,906
0.7755,869
0.7765,941
0.7775,875
0.7785,900
0.7795,907
0.7805,877
0.7815,879
0.7825,901
0.7835,899
0.7845,899
0.7855,894
0.7865,969
0.7875,941
0.7885,902
0.7895,909
0.7905,887
0.7915,925
0.7925,913
0.7935,952
0.7945,907
0.7955,878
0.7965,847
0.7975,920
0.7985,877
0.7995,928
0.8005,902
0.8015,930
0.8025,878
0.8035,895
0.8045,955
0.8055,863
0.8065,932
0.8075,933
0.8085,859
0.8095,878
0.8105,904
0.8115,888
0.8125,923
0.8135,883
0.8145,864
0.8155,918
0.8165,934
0.8175,904
0.8185,876
0.8195,892
0.8205,936
0.8215,858
0.8225,942
0.8235,926
0.8245,976
0.8255,882
0.8265,903
0.8275,908
0.8285,914
0.8295,932
0.8305,918
0.8315,925
0.8325,1012
0.8335,943
0.8345,971
0.8355,920
0.8365,935
0.8375,927
0.8385,928
0.8395,921
0.8405,987
0.8415,901
0.8425,1009
0.8435,962
0.8445,967
0.8455,961
0.8465,926
0.8475,970
0.8485,891
0.8495,905
0.8505,962
0.8515,978
0.8525,999
0.8535,941
0.8545,917
0.8555,986
0.8565,1014
0.8575,963
0.8585,1006
0.8595,973
0.8605,982
0.8615,941
0.8625,974
0.8635,980
0.8645,964
0.8655,954
0.8665,921
0.8675,935
0.8685,1020
0.8695,1012
0.8705,959
0.8715,990
0.8725,1001
0.8735,979
0.8745,957
0.8755,1017
0.8765,1038
0.8775,1012
0.8785,977
0.8795,969
0.8805,1004
0.8815,974
0.8825,965
0.8835,936
0.8845,979
0.8855,976
0.8865,1012
0.8875,1022
0.8885,986
0.8895,898
0.8905,946
0.8915,1028
0.8925,1000
0.8935,1025
0.8945,1000
0.8955,1000
0.8965,998
0.8975,1042
0.8985,1002
0.8995,1008
0.9005,1015
0.9015,1078
0.9025,1027
0.9035,996
0.9045,1043
0.9055,1033
0.9065,1051
0.9075,999
0.9085,977
0.9095,1054
0.9105,1053
0.9115,1036
0.9125,1055
0.9135,1064
0.9145,1051
0.9155,1076
0.9165,1043
0.9175,1072
0.9185,1156
0.9195,1043
0.9205,1043
0.9215,1096
0.9225,1085
0.9235,1066
0.9245,1039
0.9255,1055
0.9265,1035
0.9275,1016
0.9285,1107
0.9295,1108
0.9305,1044
0.9315,1057
0.9325,1074
0.9335,1115
0.9345,1126
0.9355,1047
0.9365,1155
0.9375,1092
0.9385,1137
0.9395,1134
0.9405,1069
0.9415,1106
0.9425,1118
0.9435,1099
0.9445,1128
0.9455,1155
0.9465,1143
0.9475,1155
0.9485,1087
0.9495,1141
0.9505,1113
0.9515,1125
0.9525,1118
0.9535,1078
0.9545,1066
0.9555,1091
0.9565,1226
0.9575,1137
0.9585,1128
0.9595,1123
0.9605,1185
0.9615,1110
0.9625,1169
0.9635,1110
0.9645,1107
0.9655,1169
0.9665,1186
0.9675,1120
0.9685,1173
0.9695,1199
0.9705,1192
0.9715,1181
0.9725,1256
0.9735,1192
0.9745,1167
0.9755,1218
0.9765,1124
0.9775,1186
0.9785,1210
0.9795,1217
0.9805,1201
0.9815,1267
0.9825,1237
0.9835,1213
0.9845,1213
0.9855,1181
0.9865,1207
0.9875,1231
0.9885,1286
0.9895,1173
0.9905,1305
0.9915,1253
0.9925,1260
0.9935,1292
0.9945,1298
0.9955,1280
0.9965,1262
0.9975,1262
0.9985,1339
0.9995,1277
1.0005,1310
1.0015,1308
1.0025,1339
1.0035,1344
1.0045,1312
1.0055,1277
1.0065,1322
1.0075,1337
1.0085,1328
1.0095,1303
1.0105,1393
1.0115,1392
1.0125,1409
1.0135,1363
1.0145,1343
1.0155,1418
1.0165,1381
1.0175,1429
1.0185,1351
1.0195,1422
1.0205,1460
1.0215,1465
1.0225,1492
1.0235,1425
1.0245,1432
1.0255,1470
1.0265,1476
1.0275,1467
1.0285,1487
1.0295,1568
1.0305,1546
1.0315,1622
1.0325,1573
1.0335,1588
1.0345,1569
1.0355,1665
1.0365,1635
1.0375,1621
1.0385,1600
1.0395,1638
1.0405,1617
1.0415,1752
1.0425,1683
1.0435,1769
1.0445,1775
1.0455,1768
1.0465,1785
1.0475,1744
1.0485,1761
1.0495,1816
1.0505,1865
1.0515,1835
1.0525,1833
1.0535,1882
1.0545,1937
1.0555,1941
1.0565,1931
1.0575,1938
1.0585,1961
1.0595,2062
1.0605,2165
1.0615,1827
1.0625,1096
1.0635,1058
1.0645,1030
1.0655,1055
1.0665,1065
1.0675,1035
1.0685,1059
1.0695,1028
1.0705,966
1.0715,941
1.0725,1028
1.0735,1020
1.0745,997
1.0755,1029
1.0765,1005
1.0775,996
1.0785,955
1.0795,969
1.0805,961
1.0815,942
1.0825,995
1.0835,945
1.0845,957
1.0855,953
1.0865,1027
1.0875,938
1.0885,942
1.0895,916
1.0905,957
1.0915,974
1.0925,909
1.0935,952
1.0945,966
1.0955,961
1.0965,894
1.0975,914
1.0985,879
1.0995,898
1.1005,921
1.1015,901
1.1025,895
1.1035,878
1.1045,917
1.1055,862
1.1065,897
1.1075,886
1.1085,829
1.1095,838
1.1105,848
1.1115,870
1.1125,843
1.1135,870
1.1145,826
1.1155,797
1.1165,847
1.1175,827
1.1185,826
1.1195,804
1.1205,836
1.1215,809
1.1225,733
1.1235,768
1.1245,783
1.1255,773
1.1265,793
1.1275,789
1.1285,730
1.1295,755
1.1305,721
1.1315,679
1.1325,715
1.1335,672
1.1345,661
1.1355,639
1.1365,641
1.1375,690
1.1385,646
1.1395,685
1.1405,688
1.1415,678
1.1425,647
1.1435,589
1.1445,577
1.1455,627
1.1465,643
1.1475,547
1.1485,607
1.1495,592
1.1505,602
1.1515,575
1.1525,586
1.1535,522
1.1545,523
1.1555,515
1.1565,547
1.1575,513
1.1585,494
1.1595,484
1.1605,475
1.1615,472
1.1625,444
1.1635,454
1.1645,443
1.1655,458
1.1665,480
1.1675,483
1.1685,454
1.1695,433
1.1705,451
1.1715,421
1.1725,429
1.1735,423
1.1745,403
1.1755,416
1.1765,378
1.1775,392
1.1785,426
1.1795,392
1.1805,396
1.1815,379
1.1825,394
1.1835,348
1.1845,385
1.1855,390
1.1865,408
1.1875,362
1.1885,346
1.1895,353
1.1905,375
1.1915,339
1.1925,359
1.1935,375
1.1945,340
1.1955,325
1.1965,332
1.1975,351
1.1985,319
1.1995,313
1.2005,323
1.2015,328
1.2025,336
1.2035,322
1.2045,309
1.2055,348
1.2065,319
1.2075,320
1.2085,322
1.2095,313
1.2105,352
1.2115,354
1.2125,315
1.2135,316
1.2145,352
1.2155,304
1.2165,299
1.2175,317
1.2185,340
1.2195,315
1.2205,346
1.2215,313
1.2225,312
1.2235,302
1.2245,286
1.2255,322
1.2265,289
1.2275,280
1.2285,318
1.2295,294
1.2305,285
1.2315,320
1.2325,321
1.2335,305
1.2345,289
1.2355,304
1.2365,286
1.2375,293
1.2385,326
1.2395,248
1.2405,329
1.2415,285
1.2425,310
1.2435,324
1.2445,294
1.2455,264
1.2465,266
1.2475,260
1.2485,295
1.2495,283
1.2505,271
1.2515,274
1.2525,299
1.2535,292
1.2545,292
1.2555,285
1.2565,278
1.2575,269
1.2585,290
1.2595,295
1.2605,276
1.2615,284
1.2625,248
1.2635,284
1.2645,311
1.2655,288
1.2665,265
1.2675,257
1.2685,278
1.2695,262
1.2705,310
1.2715,293
1.2725,287
1.2735,287
1.2745,119989
1.2755,381
1.2765,402
1.2775,412
1.2785,375
1.2795,373
1.2805,386
1.2815,399
1.2825,358
1.2835,365
1.2845,371
1.2855,373
1.2865,346
1.2875,365
1.2885,372
1.2895,397
1.2905,384
1.2915,363
1.2925,358
1.2935,393
1.2945,396
1.2955,405
1.2965,380
1.2975,360
1.2985,342
1.2995,358
1.3005,359
1.3015,369
1.3025,384
1.3035,354
1.3045,385
1.3055,377
1.3065,366
1.3075,347
1.3085,368
1.3095,357
1.3105,350
1.3115,363
1.3125,350
1.3135,330
1.3145,355
1.3155,351
1.3165,349
1.3175,327
1.3185,347
1.3195,349
1.3205,351
1.3215,314
1.3225,325
1.3235,359
1.3245,318
1.3255,294
1.3265,340
1.3275,359
1.3285,350
1.3295,306
1.3305,336
1.3315,380
1.3325,437
1.3335,362
1.3345,556
1.3355,344
1.3365,374
1.3375,337
1.3385,316
1.3395,352
1.3405,314
1.3415,403
1.3425,353
1.3435,354
1.3445,325
1.3455,330
1.3465,320
1.3475,314
1.3485,341
1.3495,346
1.3505,339
1.3515,341
1.3525,338
1.3535,315
1.3545,306
1.3555,333
1.3565,341
1.3575,311
1.3585,300
1.3595,306
1.3605,323
1.3615,318
1.3625,290
1.3635,289
1.3645,292
1.3655,308
1.3665,280
1.3675,341
1.3685,323
1.3695,335
1.3705,302
1.3715,301
1.3725,313
1.3735,346
1.3745,303
1.3755,311
1.3765,298
1.3775,325
1.3785,312
1.3795,252
1.3805,321
1.3815,295
1.3825,324
1.3835,285
1.3845,303
1.3855,288
1.3865,274
1.3875,273
1.3885,293
1.3895,281
1.3905,270
1.3915,285
1.3925,281
1.3935,283
1.3945,312
1.3955,287
1.3965,286
1.3975,296
1.3985,247
1.3995,281
1.4005,268
1.4015,301
1.4025,263
1.4035,252
1.4045,283
1.4055,267
1.4065,270
1.4075,269
1.4085,256
1.4095,277
1.4105,256
1.4115,272
1.4125,288
1.4135,276
1.4145,255
1.4155,250
1.4165,268
1.4175,257
1.4185,261
1.4195,288
1.4205,246
1.4215,291
1.4225,274
1.4235,254
1.4245,284
1.4255,278
1.4265,276
1.4275,263
1.4285,246
1.4295,272
1.4305,274
1.4315,247
1.4325,242
1.4335,230
1.4345,256
1.4355,236
1.4365,240
1.4375,266
1.4385,254
1.4395,252
1.4405,247
1.4415,257
1.4425,282
1.4435,235
1.4445,239
1.4455,278
1.4465,264
1.4475,301
1.4485,290
1.4495,249
1.4505,251
1.4515,263
1.4525,258
1.4535,271
1.4545,250
1.4555,272
1.4565,266
1.4575,238
1.4585,253
1.4595,256
1.4605,264
1.4615,242
1.4625,246
1.4635,232
1.4645,261
1.4655,257
1.4665,263
1.4675,256
1.4685,245
1.4695,238
1.4705,255
1.4715,249
1.4725,243
1.4735,228
1.4745,210
1.4755,236
1.4765,251
1.4775,236
1.4785,249
1.4795,207
1.4805,227
1.4815,275
1.4825,217
1.4835,195
1.4845,232
1.4855,223
1.4865,242
1.4875,230
1.4885,243
1.4895,212
1.4905,256
1.4915,218
1.4925,225
1.4935,240
1.4945,244
1.4955,241
1.4965,227
1.4975,228
1.4985,247
1.4995,224
1.5005,232
1.5015,212
1.5025,214
1.5035,240
1.5045,242
1.5055,219
1.5065,212
1.5075,224
1.5085,222
1.5095,225
1.5105,252
1.5115,222
1.5125,244
1.5135,251
1.5145,220
1.5155,235
1.5165,237
1.5175,225
1.5185,237
1.5195,218
1.5205,263
1.5215,216
1.5225,279
1.5235,235
1.5245,243
1.5255,219
1.5265,236
1.5275,224
1.5285,256
1.5295,268
1.5305,243
1.5315,231
1.5325,204
1.5335,242
1.5345,223
1.5355,284
1.5365,255
1.5375,231
1.5385,242
1.5395,242
1.5405,244
1.5415,248
1.5425,228
1.5435,244
1.5445,261
1.5455,247
1.5465,255
1.5475,257
1.5485,262
1.5495,255
1.5505,252
1.5515,264
1.5525,277
1.5535,279
1.5545,291
1.5555,305
1.5565,268
1.5575,271
1.5585,298
1.5595,277
1.5605,292
1.5615,258
1.5625,288
1.5635,304
1.5645,297
1.5655,304
1.5665,332
1.5675,334
1.5685,307
1.5695,339
1.5705,302
1.5715,341
1.5725,265
1.5735,196
1.5745,204
1.5755,201
1.5765,187
1.5775,196
1.5785,194
1.5795,209
1.5805,199
1.5815,187
1.5825,224
1.5835,223
1.5845,186
1.5855,199
1.5865,209
1.5875,185
1.5885,220
1.5895,203
1.5905,204
1.5915,213
1.5925,199
1.5935,221
1.5945,220
1.5955,222
1.5965,201
1.5975,237
1.5985,230
1.5995,235
1.6005,221
1.6015,237
1.6025,246
1.6035,215
1.6045,208
1.6055,241
1.6065,249
1.6075,200
1.6085,229
1.6095,234
1.6105,245
1.6115,223
1.6125,241
1.6135,258
1.6145,279
1.6155,174
1.6165,135
1.6175,160
1.6185,140
1.6195,150
1.6205,153
1.6215,139
1.6225,128
1.6235,136
1.6245,138
1.6255,138
1.6265,132
1.6275,113
1.6285,117
1.6295,118
1.6305,113
1.6315,98
1.6325,121
1.6335,126
1.6345,109
1.6355,108
1.6365,109
1.6375,117
1.6385,122
1.6395,105
1.6405,99
1.6415,87
1.6425,104
1.6435,99
1.6445,93
1.6455,91
1.6465,81
1.6475,85
1.6485,94
1.6495,94
1.6505,92
1.6515,79
1.6525,84
1.6535,77
1.6545,86
1.6555,74
1.6565,58
1.6575,88
1.6585,59
1.6595,72
1.6605,73
1.6615,70
1.6625,64
1.6635,54
1.6645,72
1.6655,59
1.6665,42
1.6675,57
1.6685,44
1.6695,50
1.6705,45
1.6715,50
1.6725,48
1.6735,35
1.6745,37
1.6755,35
1.6765,46
1.6775,40
1.6785,28
1.6795,28
1.6805,43
1.6815,37
1.6825,23
1.6835,34
1.6845,27
1.6855,33
1.6865,38
1.6875,33
1.6885,28
1.6895,22
1.6905,24
1.6915,17
1.6925,20
1.6935,29
1.6945,26
1.6955,20
1.6965,18
1.6975,20
1.6985,21
1.6995,21
1.7005,29
1.7015,19
1.7025,18
1.7035,11
1.7045,18
1.7055,16
1.7065,20
1.7075,19
1.7085,14
1.7095,18
1.7105,15
1.7115,15
1.7125,12
1.7135,14
1.7145,22
1.7155,12
1.7165,16
1.7175,14
1.7185,8
1.7195,10
1.7205,12
1.7215,12
1.7225,15
1.7235,9
1.7245,14
1.7255,7
1.7265,12
1.7275,12
1.7285,14
1.7295,14
1.7305,9
1.7315,9
1.7325,15
1.7335,9
1.7345,6
1.7355,8
1.7365,6
1.7375,12
1.7385,12
1.7395,8
1.7405,12
1.7415,12
1.7425,6
1.7435,10
1.7445,10
1.7455,9
1.7465,11
1.7475,9
1.7485,7
1.7495,6
1.7505,11
1.7515,9
1.7525,11
1.7535,12
1.7545,9
1.7555,8
1.7565,14
1.7575,14
1.7585,9
1.7595,8
1.7605,4
1.7615,10
1.7625,14
1.7635,10
1.7645,7
1.7655,6
1.7665,6
1.7675,5
1.7685,7
1.7695,9
1.7705,4
1.7715,13
1.7725,10
1.7735,7
1.7745,12
1.7755,18
1.7765,2
1.7775,10
1.7785,7
1.7795,8
1.7805,7
1.7815,8
1.7825,3
1.7835,7
1.7845,3
1.7855,14328
1.7865,3
1.7875,5
1.7885,1
1.7895,5
1.7905,6
1.7915,9
1.7925,7
1.7935,4
1.7945,3
1.7955,3
1.7965,6
1.7975,12
1.7985,5
1.7995,3
1.8005,3
1.8015,6
1.8025,6
1.8035,5
1.8045,6
1.8055,7
1.8065,8
1.8075,7
1.8085,6
1.8095,3
1.8105,5
1.8115,5
1.8125,3
1.8135,5
1.8145,6
1.8155,2
1.8165,7
1.8175,3
1.8185,2
1.8195,3
1.8205,4
1.8215,3
1.8225,2
1.8235,4
1.8245,5
1.8255,4
1.8265,3
1.8275,1
1.8285,9
1.8295,2
1.8305,2
1.8315,5
1.8325,4
1.8335,8
1.8345,3
1.8355,5
1.8365,3
1.8375,2
1.8385,4
1.8395,2
1.8405,1
1.8415,1
1.8425,4
1.8435,10
1.8445,2
1.8455,16
1.8465,3
1.8475,3
1.8485,2
1.8495,3
1.8505,2
1.8515,1
1.8525,13
1.8535,2
1.8545,1
1.8555,4
1.8565,1
1.8575,6
1.8585,2
1.8595,2
1.8605,2
1.8615,1
1.8625,2
1.8635,2
1.8645,1
1.8655,1
1.8665,1
1.8675,2
1.8685,3
1.8695,2
1.8705,0
1.8715,1
1.8725,2
1.8735,5
1.8745,1
1.8755,1
1.8765,0
1.8775,1
1.8785,1
1.8795,4
1.8805,1
1.8815,1
1.8825,1
1.8835,3
1.8845,1
1.8855,1
1.8865,0
1.8875,0
1.8885,3
1.8895,1
1.8905,1
1.8915,0
1.8925,2
1.8935,0
1.8945,1
1.8955,1
